redispatch_name,plant_id,matched_name,fueltype,capacity_mw,confidence,source,reasoning,needs_review
INFRA_HOE_GTX1,15692,Infraserv Hoechst,Hard Coal,485.1,high,claude,"INFRA_HOE refers to Infraserv Hoechst (Höchst industrial park in Frankfurt); id=15692 'Infraserv Hoechst' is a Hard Coal Steam Turbine with 485.1 MW at 50.092°N 8.531°E, matching the operator and location.",
Thyrow A (SysRel),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,"Thyrow is a gas turbine power plant south of Berlin (52.230°N 13.302°E); id=3248 'Gasturbinenkraftwerk Thyrow' is a Natural Gas OCGT with 186.8 MW, exactly matching the plant and location.",
Linden GKL GT 3,70338,Gt,Natural Gas,70.0,medium,claude,"Linden (GKL = Gemeinschaftskraftwerk Linden) is a gas power plant in Hannover (52.372°N 9.715°E). id=70338 is a Natural Gas unit at 52.372°N 9.715°E with 70 MW capacity, which matches the Linden location best among the GT candidates.",
Thyrow B (SysRel),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,Thyrow is a well-known gas turbine peaker plant operated near Thyrow south of Berlin (52.230°N 13.302°E); id=3248 'Gasturbinenkraftwerk Thyrow' is a Natural Gas OCGT at 186.8 MW matching perfectly.,
LEIPHEIM_10 (bnBm),3655,Bnbm Gaskraftwerk Leipheim,Natural Gas,310.0,high,claude,"The name contains 'bnBm' matching 'Bnbm Gaskraftwerk Leipheim' (id=3655), a 310 MW Natural Gas OCGT located at 48.435°N 10.233°E in Leipheim — exact name and location match.",
Kiel (Küstenkraftwerk gesamt),1084,Kustenkraftwerk Motor,Natural Gas,189.12,high,claude,"Küstenkraftwerk Kiel is the gas-fired power plant in Kiel; id=1084 'Kustenkraftwerk Motor' is a 189.1 MW Natural Gas CCGT at 54.341°N 10.179°E, directly matching the name and location.",
ReserveKW Ingolstadt 3,1306,Ingolstadt,Hydro,739.8,medium,claude,"Ingolstadt is best matched by id=1306 'Ingolstadt' which is the only candidate located near Ingolstadt (48.756°N 11.457°E). While listed as Hydro Run-Of-River (likely a database issue for a reserve power plant), it is the only Ingolstadt-named candidate at 739.8 MW.",
Kühtai 2 (Uniper),,,,,none,unmatched,"Kühtai is an Austrian pumped-storage plant operated by Uniper (formerly E.ON), but no candidate in the list matches this plant — none refer to Kühtai or Austrian hydro storage.",YES
Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 7,314,Rheinhafen Dampfkraftwerk,Hard Coal,1704.0,high,claude,"id=314 'Rheinhafen Dampfkraftwerk' is the hard coal power plant in Karlsruhe at 49.013°N 8.303°E with 1704 MW total capacity, directly matching the Rheinhafen-Dampfkraftwerk Karlsruhe (RDK) name.",
Robert Frank 4 GT (KapRes),21638,Robert Frank,Natural Gas,58.0,high,claude,"id=21638 'Robert Frank' is a Natural Gas Steam Turbine plant at 52.546°N 9.114°E (Mehrum/Hohenhameln area), directly matching the 'Robert Frank' plant name used in TSO redispatch.",
Reisach,,,,,none,unmatched,Reisach is a small locality in Bavaria; none of the candidates correspond to a plant in Reisach — all 'Re' candidates are generic wind turbine IDs with no location or name match.,YES
Zolling GT 1,6140,Zolling Gt,Oil,49.0,high,claude,"id=6140 'Zolling Gt' is an Oil OCGT at 48.455°N 11.796°E, which exactly matches the Zolling power plant location and the GT (gas turbine/OCGT) designation in the redispatch name.",
Braunschweig BHKW,8679,Bhkw Braunschweig,Natural Gas,10.4,high,claude,"id=8679 'Bhkw Braunschweig' is a 10.4 MW Natural Gas CCGT at 52.295°N 10.522°E, directly matching the city name Braunschweig and BHKW designation.",
Bremen GKB,42570,Bhkw Bremen,Natural Gas,1.999,medium,claude,"GKB likely stands for 'Gemeinschaftskraftwerk Bremen'; id=42570 'Bhkw Bremen' is the best candidate matching the city Bremen for a conventional plant, though the 2 MW size may indicate a partial match. No dedicated 'GKB' entry exists in the candidate list.",
WP Schafflund,,,,,none,unmatched,"Schafflund is a municipality in Schleswig-Holstein; none of the wind park ('Wp', 'Fl', 'Ha') candidates are located near Schafflund (expected ~54.7°N 9.2°E), so no plausible match exists.",YES
GERSTEINW_DTF2 (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"GERSTEINW clearly refers to Gersteinwerk; id=691 'Gersteinwerk' is a 2053.5 MW Natural Gas CCGT at 51.673°N 7.715°E, directly matching the plant name.",
Kirchlengern GT 1,3269,Kirchlengern,Natural Gas,102.3,high,claude,"id=3269 'Kirchlengern' is a 102.3 MW Natural Gas OCGT at 52.199°N 8.641°E, directly matching the Kirchlengern GT plant name and location in NRW.",
Pumpspeicherwerk Wehr RZ TNG,110,Wehr Ms,Hydro,910.0,high,claude,"id=110 'Wehr Ms' is a 910 MW Hydro Pumped Storage plant at 47.652°N 7.926°E, matching the Pumpspeicherwerk Wehr (PSW Wehr) operated by Schluchseewerk/TransnetBW area in the Black Forest.",
Erzhausen 1,,,,,none,unmatched,"Erzhausen is a municipality in Hesse; none of the candidates match this location — the 'Er' biogas entries are in Bavaria/Schleswig-Holstein and the 'Hau' wind entries are in central Germany, none correspond to Erzhausen.",YES
Erzhausen 2,,,,,none,unmatched,Same as Erzhausen 1 — Erzhausen in Hesse is not represented by any candidate in the list; no plausible match exists.,YES
BASF-GESAMTEINSPEISG,,,,,none,unmatched,BASF Gesamteinspeisung refers to the total feed-in from the BASF industrial complex in Ludwigshafen; no candidate in the list corresponds to the BASF plant or the Ludwigshafen area.,YES
Gebersdorf 1,43343,Bhkw Geb,Natural Gas,1.999,low,claude,"Gebersdorf is a district of Nuremberg; id=43343 'Bhkw Geb' (49.243°N 8.371°E) and id=43338 are the closest 'Geb' abbreviation matches, though the location (49.243°N 8.371°E) does not precisely match Nuremberg. Among available candidates, 'Bhkw Geb' is the closest abbreviation match to 'Gebersdorf'.",YES
GERSTEINW_GTI1,691,Gersteinwerk,Natural Gas,2053.5,high,claude,"GERSTEINW clearly refers to Gersteinwerk, and id=691 'Gersteinwerk' is a large Natural Gas CCGT plant at 51.673°N 7.715°E matching the location of the Gersteinwerk power plant in Werne. The GTI1 suffix refers to a gas turbine unit within this plant complex.",
HUCKINGEN_B,720,Huckingen,Natural Gas,606.0,high,claude,"HUCKINGEN_B clearly refers to the Huckingen power plant, Block B. id=720 'Huckingen' is a Natural Gas Steam Turbine at 51.371°N 6.719°E, which is the known location of the Huckingen plant in Duisburg.",
GAMOR_ROEMER,,,,,none,unmatched,"GAMOR_ROEMER likely refers to a gas motor (Gasmotor) at a 'Römer' site, but none of the candidates clearly match this combination; id=66789 'Gasmotor' is only 1.5 MW and in a different region, and no candidate named 'Roemer' or similar is present.",YES
HEIZKRAFTWERK_SAARBRÜCKEN,3261,Gasmotorenkraftwerk Romerbrucke,Natural Gas,52.496,high,claude,"id=3261 'Gasmotorenkraftwerk Romerbrucke' is located at 49.223°N 7.017°E, which is in Saarbrücken (the Römerbrücke is a well-known landmark in Saarbrücken), and at 52.5 MW it is a plausible industrial CHP/heat-and-power plant for the city.",
Braunschweig HKWN GT,2772,Nord Gt,Natural Gas,25.0,high,claude,"id=2772 'Nord Gt' is a Natural Gas CCGT at 52.306°N 10.507°E, which is in Braunschweig (Nord = North). HKWN likely stands for Heizkraftwerk Nord (North CHP plant) in Braunschweig, matching location and fuel type.",
Erzhausen 4,61971,Er,Biogas,1.501,low,claude,"No candidate directly matches 'Erzhausen' by name or location; id=61971 'Er' is the only entry with an 'Er' prefix, but it is a Biogas plant in Bavaria (48.667°N 10.960°E) which does not match Erzhausen in Hesse. No confident match exists in this candidate list.",YES
Erzhausen 3,61971,Er,Biogas,1.501,low,claude,Same situation as Erzhausen 4 — no candidate directly corresponds to Erzhausen; id=61971 'Er' is the closest prefix match but geographically and technically inconsistent. No confident match exists.,YES
Thyrow D (KapRes),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,"id=3248 'Gasturbinenkraftwerk Thyrow' is a Natural Gas OCGT at 52.230°N 13.302°E, directly matching the Thyrow peaker plant. The letter 'D' denotes a specific turbine unit (block D) within the Thyrow facility.",
Thyrow E (KapRes),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,Same plant as above — id=3248 'Gasturbinenkraftwerk Thyrow' covers the Thyrow OCGT facility; 'E' denotes block/unit E within the same plant complex.,
Thyrow B (KapRes),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,id=3248 'Gasturbinenkraftwerk Thyrow' is the only candidate directly named Thyrow; 'B' is a block/unit designation within the same Thyrow OCGT plant.,
Thyrow C (KapRes),3248,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,high,claude,id=3248 'Gasturbinenkraftwerk Thyrow' directly matches; 'C' is a block/unit designation within the Thyrow OCGT plant complex.,
INFRA_HOE_GTX3,15692,Infraserv Hoechst,Hard Coal,485.1,high,claude,"INFRA_HOE refers to Infraserv Höchst (Hoechst industrial park); id=15692 'Infraserv Hoechst' is a Hard Coal Steam Turbine at 50.092°N 8.531°E, matching the Industriepark Höchst in Frankfurt. GTX3 denotes a gas turbine unit within the facility.",
KURATIV_VIANDEN_POOL,,,,,none,unmatched,"Vianden is a pumped-storage hydro plant in Luxembourg operated by RWE/Amprion for curative redispatch; none of the candidates match a large hydro pumped-storage plant at Vianden, so no valid match exists in this list.",YES
Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4,314,Rheinhafen Dampfkraftwerk,Hard Coal,1704.0,high,claude,"id=314 'Rheinhafen Dampfkraftwerk' is a 1704 MW Hard Coal Steam Turbine at 49.013°N 8.303°E, directly matching the Rheinhafen-Dampfkraftwerk (RDK) in Karlsruhe; Block 4 is one of the units within this plant complex.",
Braunschweig HKWM DT42,271,Kwm,Hard Coal,690.0,medium,claude,HKWM likely refers to Heizkraftwerk Mitte (central CHP) in Braunschweig; id=271 'Kwm' (Kraftwerk Mitte) is a Hard Coal Steam Turbine at 52.313°N 10.091°E near Braunschweig. DT42 denotes a specific turbine/unit designation.,
GERSTEINW_GTG1 (KapRes),691,Gersteinwerk,Natural Gas,2053.5,high,claude,"Same as GERSTEINW_GTI1 — id=691 'Gersteinwerk' is the direct match for GERSTEINW; GTG1 is another gas turbine unit designation within the Gersteinwerk complex, retained as a capacity reserve.",
Zolling GT 2,6140,Zolling Gt,Oil,49.0,high,claude,"id=6140 'Zolling Gt' is an Oil OCGT at 48.455°N 11.796°E, directly matching the Zolling gas turbine plant. 'GT 2' refers to the second gas turbine unit at the Zolling site.",
UW Diele,138696,Uw,Wind,2.35,medium,claude,"id=138696 'Uw' is a Wind Onshore plant at 53.637°N 7.502°E in the Diele/Weener area of Lower Saxony near the Dutch border, which is consistent with the UW Diele substation (Umspannwerk Diele) in that region.",
UW Büttel,2796,Buttel,Solar,85.88878,high,claude,"id=2796 'Buttel' is a Solar PV plant at 53.913°N 9.227°E, located at/near the Büttel substation in Schleswig-Holstein. UW Büttel is a well-known grid connection point, and this is the only candidate explicitly named 'Buttel'.",
UW Emden-Ost,138696,Uw,Wind,2.35,low,claude,"No candidate is explicitly named 'Emden-Ost'; id=138696 'Uw' at 53.637°N 7.502°E is in the Emden/Dollart region of East Frisia and is the closest geographic match among UW-prefixed wind entries, but confidence is low.",YES
UW Dörpen-West,138696,Uw,Wind,2.35,low,claude,"Dörpen is a municipality in the Emsland district of Lower Saxony (approx. 52.97°N 7.37°E). The candidate id=138696 'Uw' (Wind Onshore, 2.4 MW, 53.637°N 7.502°E) is the closest match by name abbreviation 'Uw' and general northwest German location, though no candidate perfectly matches 'UW Dörpen-West' as a grid substation/renewable aggregation point.",YES
Obernburg,,,,,none,unmatched,"Obernburg am Main is a town in Bavaria; none of the candidates match a conventional power plant in Obernburg — the closest geographic/name matches (e.g. Obernau, Egglfing Obernberg) are hydro plants elsewhere. No plausible match exists in the candidate list.",YES
50H BASF Schwarzheide,3243,Schwarzheide,Natural Gas,129.295,high,claude,"BASF operates an industrial power plant in Schwarzheide, Brandenburg; id=3243 'Schwarzheide' is a Natural Gas CCGT of 129.3 MW located at 51.478°N 13.889°E, which matches exactly.",
Netzreservekraftwerk UPM Schongau,3216,Gaskraftwerk Upm Augsburg,Natural Gas,29.5,medium,claude,"UPM is a paper company with a gas-fired plant; id=3216 'Gaskraftwerk Upm Augsburg' (Natural Gas Steam Turbine, 29.5 MW) is the only UPM-named candidate and is plausibly related, though Augsburg is nearby Schongau in Bavaria.",
WP Neudersum,150462,Windpark Neudersum,Wind,71.6,high,claude,"id=150462 'Windpark Neudersum' is a Wind Onshore plant of 71.6 MW at 52.978°N 7.214°E, which directly matches the redispatch name 'WP Neudersum'.",
WP_GREVENBROICH,158549,Wp Grevenbroich,Wind,17.1,high,claude,"id=158549 'Wp Grevenbroich' is a Wind Onshore plant of 17.1 MW at 51.059°N 6.540°E, directly matching the redispatch name 'WP_GREVENBROICH' in name, type, and location.",
HATTINGEN_AIRPRODUCTS(KapRes),,,,,none,unmatched,"Hattingen is a city in NRW; Air Products operates an industrial gas/power facility there. None of the candidates correspond to a plant in Hattingen or an Air Products facility, so no plausible match exists.",YES
OWP Veja Mate AC105 (kurativ),95076,Owp Veja Mate,Wind,422.1,high,claude,"id=95076 'Owp Veja Mate' is a Wind Offshore plant of 422.1 MW at 54.319°N 5.875°E, directly matching the offshore wind farm name; AC105 refers to a specific AC cable/connection within the same plant.",
OWP Albatros AC151 (kurativ),144045,Windpark Albatros,Wind,117.6,high,claude,"id=144045 'Windpark Albatros' is a Wind Offshore plant of 117.6 MW at 54.487°N 6.244°E, directly matching the redispatch name 'OWP Albatros'; AC151 refers to the specific AC connection.",
OWP Deutsche Bucht AC152 (kurativ),58458,Deutsche Bucht,Wind,260.40000000000003,high,claude,"id=58458 'Deutsche Bucht' is a Wind Offshore plant of 260.4 MW at 54.304°N 5.790°E, directly matching the offshore wind farm name; AC152 refers to a specific AC cable/connection.",
OWP Deutsche Bucht AC153 (kurativ),58458,Deutsche Bucht,Wind,260.40000000000003,high,claude,"id=58458 'Deutsche Bucht' is a Wind Offshore plant of 260.4 MW at 54.304°N 5.790°E, directly matching the offshore wind farm; AC153 is another AC connection of the same plant.",
OWP Veja Mate AC104 (kurativ),95076,Owp Veja Mate,Wind,422.1,high,claude,"id=95076 'Owp Veja Mate' is a Wind Offshore plant of 422.1 MW at 54.319°N 5.875°E, directly matching the offshore wind farm name; AC104 refers to a specific AC cable/connection within the same plant.",
OWP BARD Offshore 1 AC102 (kurativ),32301,Bard Offshore Malo,Wind,440.0,high,claude,"id=32301 'Bard Offshore Malo' is a Wind Offshore plant of 440.0 MW at 54.357°N 5.982°E, matching BARD Offshore 1; AC102 refers to a specific AC cable/connection of this offshore wind farm.",
OWP BARD Offshore 1 AC103 (kurativ),32301,Bard Offshore Malo,Wind,440.0,high,claude,"id=32301 'Bard Offshore Malo' is a Wind Offshore plant of 440.0 MW at 54.357°N 5.982°E, matching BARD Offshore 1; AC103 is another AC connection of the same offshore wind farm.",
Würzburg GT 2,70339,Gt,Oil,46.4,low,claude,"Würzburg has a gas turbine peaker plant operated by Stadtwerke Würzburg; id=70339 'Gt' (Oil OCGT, 46.4 MW, 47.752°N 11.840°E) is not a convincing location match, and none of the 'Gt' candidates are clearly situated in Würzburg. Without a clearly located Würzburg GT candidate, this is a weak match — returning null is also reasonable, but the generic 'Gt' entries may obscure the correct one.",YES
HUCKINGEN_A,720,Huckingen,Natural Gas,606.0,high,claude,"id=720 'Huckingen' is a Natural Gas Steam Turbine of 606 MW at 51.371°N 6.719°E (Duisburg-Huckingen), directly matching the redispatch name; '_A' indicates block A of this plant.",
HKW_ROEMER_KW,,,,,none,unmatched,"HKW Römer refers to the Heizkraftwerk Römerbrücke or similar named CHP plant; none of the listed candidates match a plant called 'Römer' or 'Römerbrücke', so no plausible match exists in this candidate list.",YES
50H EnviaTherm Bitterfeld GuD,3320,Gud Bitterfeld,Natural Gas,108.0,high,claude,"id=3320 'Gud Bitterfeld' is a Natural Gas CCGT of 108.0 MW at 51.629°N 12.305°E, directly matching the EnviaTherm-operated GuD plant in Bitterfeld operated under 50Hertz.",
Würzburg GT 1,70339,Gt,Oil,46.4,low,claude,Same reasoning as 'Würzburg GT 2' — none of the generic 'Gt' candidates are clearly identified as being in Würzburg; id=70339 is a weak fallback. A null match may be equally appropriate given the ambiguity.,YES
Heizkraftwerk Altbach/Deizisau GT B,265,Altbach Deizisau,Hard Coal,1004.0,medium,claude,"id=265 'Altbach Deizisau' is a Hard Coal Steam Turbine of 1004 MW at 48.718°N 9.372°E, matching the plant location; 'GT B' likely refers to a gas turbine block within the Altbach/Deizisau plant complex, and this is the primary database entry for that site.",
Heizkraftwerk Altbach/Deizisau GT C,265,Altbach Deizisau,Hard Coal,1004.0,medium,claude,"The redispatch name refers to a gas turbine (GT C) at Altbach/Deizisau. Id=265 'Altbach Deizisau' is the best match by name and location (48.718°N 9.372°E), though id=9263 'Altbach Chp' is nearby; id=265 is the primary plant entry covering the site including GT units.",
Silz 1 (Uniper),,,,,none,unmatched,"Silz is a pumped-storage hydro plant in Austria (Tyrol) operated partly by Uniper/TIWAG, but no candidate in the list matches this plant. None of the candidates correspond to Silz pumped storage.",YES
Burghausen,136940,Thermisches Burghausen,Natural Gas,233.9,high,claude,"Id=136940 'Thermisches Burghausen' is a natural gas steam turbine at 48.181°N 12.847°E, directly matching the known conventional power plant at Burghausen in Bavaria.",
"Heizkraftwerk Stuttgart-Münster GT 16,17,18",1152,Stuttgart Munster,Hard Coal,470.4,high,claude,"Id=1152 'Stuttgart Munster' is a hard coal steam turbine plant in Stuttgart at 48.814°N 9.219°E, which is the Heizkraftwerk Stuttgart-Münster; the GT blocks 16/17/18 are gas turbine units at this site.",
50H Bernburg,3318,Solvay Bernburg Industriekraftwerk,Natural Gas,143.7,high,claude,"Id=3318 'Solvay Bernburg Industriekraftwerk' is a 143.7 MW CCGT located at 51.802°N 11.751°E in Bernburg, the most significant conventional power plant in Bernburg operated under the 50Hertz grid.",
BATTERIESPEICHER_NEURATH,4707,Batteriespeicher Neurath,Battery,80.0,high,claude,"Id=4707 'Batteriespeicher Neurath' is an 80 MW battery storage located at 51.038°N 6.612°E, exactly matching the Neurath battery storage facility co-located with the Neurath power plant.",
50H Chemnitz,3298,Motor Chemnitz Nord,Natural Gas,87.766,medium,claude,"Id=3298 'Motor Chemnitz Nord' is an 87.8 MW CCGT at 50.855°N 12.920°E in Chemnitz, the most significant conventional gas plant in Chemnitz under 50Hertz; id=1162 is lignite but much smaller at 150.5 MW and likely decommissioned.",
50H Halle-Dieselstr HKW-BlockB,2776,Halle Trotha,Natural Gas,126.991,medium,claude,"Id=2776 'Halle Trotha' is a 127 MW CCGT in Halle at 51.491°N 11.968°E; the HKW on Dieselstrasse in Halle is a known district heating plant, and this is the best candidate matching a conventional power plant in Halle under 50Hertz.",
50H Bad Salzungen HKW,8689,Bad Salzungen,Natural Gas,19.832,high,claude,"Id=8689 'Bad Salzungen' is a 19.8 MW CCGT at 50.800°N 10.221°E, directly matching the HKW (Heizkraftwerk) in Bad Salzungen under the 50Hertz grid area.",
OWP Borkum Riffgrund 3 Test,51682,Borkum Riffgrund,Wind,1750.85,high,claude,"Id=51682 'Borkum Riffgrund' is a 1750.8 MW offshore wind farm at 53.994°N 6.403°E, matching the Borkum Riffgrund offshore wind park (the '3' and 'Test' suffix indicate a test/new phase of the same facility).",
Heizkraftwerk Altbach/Deizisau GT A,265,Altbach Deizisau,Hard Coal,1004.0,medium,claude,"Same site as GT C — id=265 'Altbach Deizisau' covers the Heizkraftwerk Altbach/Deizisau site including all GT units (A, B, C), and is the primary plant entry at the correct location (48.718°N 9.372°E).",
Lippendorf,313,Lippendorf,Lignite,1782.0,high,claude,"Id=313 'Lippendorf' is a 1782 MW lignite steam turbine plant at 51.177°N 12.377°E, a direct name match to the well-known Lippendorf power station in Saxony.",
Hohenwarte 2 (Standort),96,Psw Hohenwarte Pss,Hydro,377.4,high,claude,"Id=96 'Psw Hohenwarte Pss' is a 377.4 MW pumped storage facility at 50.602°N 11.474°E, matching the Hohenwarte pumped-storage power plant (Hohenwarte 2 is a well-known PSW in Thuringia).",
Silz 2 (TIWAG),,,,,none,unmatched,"Silz 2 is a pumped-storage plant in Austria operated by TIWAG, and no candidate in the list corresponds to this Austrian facility.",YES
Pumpspeicherwerk Schluchseegruppe Häusern/Waldshut/Witznau RZ TNG,181,Hausern Ms,Hydro,120.0,medium,claude,"The Schluchsee group includes Häusern (id=181, 120 MW PSW), Waldshut (id=263, 176 MW PSW), and Witznau (id=296, 220 MW PSW); id=181 'Hausern Ms' is selected as the primary representative entry for this multi-site Schluchsee pumped storage group.",
Audorf,1524,Gasturbinenkraftwerk Audorf,Oil,90.0,high,claude,"Id=1524 'Gasturbinenkraftwerk Audorf' is a 90 MW oil OCGT at 54.291°N 9.723°E, a direct match to the Audorf gas turbine power plant in Schleswig-Holstein.",
Niederrad 1,,,,,none,unmatched,"Niederrad is a district in Frankfurt with a known HKW/power plant, but none of the candidates in the list plausibly match a 'Niederrad 1' conventional unit under TenneT DE.",YES
50H PV Bartow,4924,Ba,Solar,18.868,medium,claude,"Id=4924 'Ba' is an 18.9 MW solar PV plant at 51.628°N 12.288°E; while id=144598 'Windpark Bartow' exists, the entry is labeled as PV (solar), making id=4924 the better match for a PV facility associated with Bartow under 50Hertz.",
HKW Aalen,4987,Aalen,Natural Gas,93.882,high,claude,"Id=4987 'Aalen' is a 93.9 MW natural gas CCGT at 48.829°N 10.108°E, directly matching the Heizkraftwerk (HKW) Aalen in Baden-Württemberg under TransnetBW.",
Tanzmühle,,,,,none,unmatched,"Tanzmühle is likely a small hydro or wind site, but none of the candidates in the list (all generic 'An' wind turbines) can be reliably matched to a plant named Tanzmühle.",YES
ReserveKW Plattling,1146,Plattling,Natural Gas,117.5618,high,claude,"The name explicitly references Plattling and the only significant conventional power plant (Natural Gas CCGT, 117.6 MW) in Plattling matches id=1146; the Südzucker entries are industrial/auxiliary units too small and different in type for a 'ReserveKW' designation.",
OWP Borkum Riffgrund 3,51682,Borkum Riffgrund,Wind,1750.85,high,claude,OWP Borkum Riffgrund 3 is the third phase of the Borkum Riffgrund offshore wind project; id=51682 'Borkum Riffgrund' is the only offshore wind candidate and matches the location (53.994°N 6.403°E) and large capacity (1750.8 MW covers multiple phases).,
Reservekraftwerk Heilbronn Block 7,318,Heilbronn,Hard Coal,1028.0,high,claude,"The Heilbronn hard coal power plant (id=318, 1028 MW) is the well-known multi-block station in Heilbronn operated by EnBW, and Block 7 is one of its units held in reserve; no other candidate matches the location and fuel type.",
UW Garrel-Ost alpha,,,,,none,unmatched,"None of the candidates correspond to a substation (Umspannwerk) named 'Garrel-Ost alpha'; the Garrel-related entries are too small or wrong type, and no candidate represents this grid connection point.",YES
Kühtai 1 (Uniper),,,,,none,unmatched,"Kühtai is a pumped-storage/hydro plant in Austria operated by Uniper (formerly E.ON), but none of the provided candidates correspond to it; the candidate list contains nuclear, wind, solar, and gas units with no Austrian hydro plant.",YES
